,host_response_rate,host_listings_count,accommodates,latitude,longitude,guests_included,bathrooms,bedrooms,cleaning_fee,minimum_nights,maximum_nights,total_amenities_count,host_is_superhost,host_response_time,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,bed_type,instant_bookable,cancellation_policy,price
542,100,1,1,47.61282962,-122.3000623,1,1.0,1,15.0,1,1125,18,False,within an hour,True,Central Area,Townhouse,Private room,Real Bed,False,moderate,67.46499999999999
543,97,4,7,47.61596881,-122.34508909999998,1,2.0,2,115.0,1,1125,29,True,within a few hours,True,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,227.06760416666668
544,95,84,5,47.62593034,-122.3297628,1,1.0,1,79.0,1,1125,22,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,196.13812500000003
545,100,1,3,47.60692703,-122.3392422,2,1.0,1,55.0,1,1124,47,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,152.62552083333333
546,100,2,10,47.66418976,-122.3460209,6,2.0,4,253.0,2,1125,38,True,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,flexible,308.7772916666666
547,92,51,4,47.6643652,-122.30322579999999,1,1.0,1,70.0,1,1125,42,False,within an hour,True,University District,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,129.14083333333335
548,100,1,5,47.67766891,-122.3159508,2,1.0,1,40.0,2,29,48,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,moderate,100.65239583333334
549,100,5,2,47.64088483,-122.32576529999999,2,1.0,1,30.0,1,1000,26,True,within an hour,False,Cascade,Townhouse,Private room,Real Bed,False,flexible,82.8533333333333
550,100,2,4,47.61715733,-122.34516040000001,2,1.0,1,90.0,3,100,24,False,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,True,moderate,147.58093750000006
551,100,1,4,47.61730274,-122.3456469,2,1.0,0,50.0,1,1125,20,False,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,True,moderate,127.80604166666667
552,100,3,2,47.61009838,-122.3013228,1,1.0,1,45.0,3,1125,26,True,within a few hours,True,Central Area,House,Private room,Real Bed,True,strict_14_with_grace_period,63.95729166666665
553,100,1,3,47.55102931,-122.3605848,2,1.0,1,40.0,2,120,34,True,within an hour,True,Delridge,Guest suite,Entire home/apt,Real Bed,False,moderate,78.72708333333335
554,100,123,2,47.61989675,-122.35281100000002,1,1.0,0,40.0,1,21,15,False,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,115.56635416666671
555,99,521,3,47.60406604,-122.33515449999999,2,1.0,1,89.0,2,1125,27,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,206.23260416666656
556,100,15,2,47.62994269,-122.3033236,1,3.5,1,0.0,4,30,19,False,within an hour,True,Capitol Hill,House,Private room,Real Bed,False,strict_14_with_grace_period,65.5980208333333
557,100,2,5,47.67591574,-122.3704736,4,1.0,1,75.0,3,1125,48,True,within an hour,True,Ballard,Cottage,Entire home/apt,Real Bed,True,flexible,148.63802083333334
558,99,1276,4,47.60737276,-122.3394148,1,1.0,1,99.0,2,1125,34,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,999.0121875
559,100,1,4,47.55119086,-122.2680451,2,1.5,2,15.0,1,30,18,False,within an hour,False,Seward Park,House,Private room,Real Bed,True,moderate,83.7719791666667
560,100,1,2,47.54854067,-122.3745324,1,1.0,1,25.0,3,15,35,True,within an hour,True,Delridge,Guesthouse,Entire home/apt,Real Bed,False,strict_14_with_grace_period,87.4388541666667
561,100,1,2,47.64947614,-122.3840331,1,1.0,1,10.0,2,1125,22,True,within an hour,True,Magnolia,Townhouse,Private room,Real Bed,False,moderate,70.92343750000003
562,100,1,4,47.6207252,-122.31715020000001,4,2.0,2,125.0,1,20,40,True,within an hour,True,Capitol Hill,Townhouse,Entire home/apt,Real Bed,False,moderate,189.1460416666666
563,100,1,2,47.6044994,-122.29653880000001,2,1.0,1,40.0,3,200,44,True,within an hour,True,Central Area,Guest suite,Entire home/apt,Real Bed,True,moderate,105.92427083333328
564,100,10,4,47.60139533,-122.33080929999998,2,1.0,0,85.0,2,1125,36,True,within an hour,False,Downtown,Loft,Entire home/apt,Real Bed,False,moderate,152.8241666666666
565,100,1,2,47.63727154,-122.3531326,1,1.0,1,0.0,5,1125,16,False,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,True,flexible,124.1918749999999
566,100,2,3,47.61532048,-122.3238189,2,1.0,0,30.0,1,25,27,True,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,129.06791666666666
567,100,2,2,47.64832568,-122.3966844,1,1.0,0,26.0,1,60,22,True,within an hour,True,Magnolia,House,Private room,Real Bed,False,moderate,75.65406250000002
568,100,32,10,47.62149779999999,-122.29840630000001,6,2.5,3,150.0,1,365,29,True,within an hour,False,Central Area,Townhouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,296.7306249999998
569,100,2,2,47.60950144,-122.33963059999999,2,1.0,1,0.0,6,10,43,True,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,176.77947916666656
570,100,2,10,47.5341884,-122.2813932,8,2.0,3,200.0,3,730,26,False,within a few hours,False,Beacon Hill,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,368.8369791666666
571,99,521,3,47.61119572,-122.34174709999999,2,1.0,1,89.0,2,1125,21,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,222.61500000000012
572,99,152,5,47.61039334,-122.33445079999998,4,2.0,2,125.0,30,1125,22,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,366.1878125
573,100,1,7,47.6622675,-122.3182203,4,1.0,2,60.0,2,365,67,True,within an hour,True,University District,Townhouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,168.41927083333326
574,100,1,4,47.62504934,-122.35749990000001,4,2.0,2,100.0,2,1124,43,True,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,True,flexible,203.03562500000007
575,100,2,3,47.61926287,-122.2953554,2,1.0,1,15.0,1,30,29,False,within an hour,False,Central Area,Townhouse,Entire home/apt,Real Bed,True,flexible,100.49791666666668
576,100,1,2,47.61433214,-122.3013293,2,1.0,0,60.0,1,29,22,True,within a few hours,True,Central Area,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,104.67166666666675
577,100,1,3,47.65707945,-122.3552188,2,1.0,1,45.0,1,30,50,True,within an hour,False,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,106.94302083333336
578,25,2,1,47.5198884,-122.2599693,1,1.0,2,10.0,2,21,25,False,a few days or more,False,Rainier Valley,Condominium,Private room,Real Bed,True,moderate,77.21447916666666
579,100,1,4,47.69454685,-122.27658629999999,2,1.0,2,50.0,7,90,21,False,within a few hours,True,Lake City,Guest suite,Entire home/apt,Real Bed,False,moderate,117.37854166666672
580,99,152,2,47.60986017,-122.3329597,1,1.0,1,75.0,30,1125,18,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,190.39312500000008
581,100,1,4,47.5462152,-122.2704021,2,1.0,2,70.0,2,90,51,False,within an hour,False,Seward Park,Guest suite,Entire home/apt,Real Bed,True,moderate,117.00197916666659
582,100,50,4,47.67813905,-122.3699902,4,1.0,2,204.0,2,1125,18,False,within an hour,False,Ballard,House,Entire home/apt,Real Bed,True,super_strict_30,168.2409375
583,100,2,3,47.61177592,-122.315128,2,1.0,1,30.0,3,30,43,True,within an hour,True,Central Area,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,110.13791666666663
584,100,2,2,47.639925299999994,-122.3674313,2,1.0,1,50.0,7,365,22,False,within an hour,True,Queen Anne,Apartment,Entire home/apt,Real Bed,True,moderate,115.20364583333328
585,100,1,2,47.6971778,-122.31174440000001,2,1.0,1,35.0,2,1125,30,True,within a few hours,False,Northgate,Guesthouse,Entire home/apt,Real Bed,False,moderate,89.21635416666666
586,100,2,4,47.66843834,-122.29857240000001,2,1.0,2,75.0,2,1125,26,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,125.90093750000005
587,99,521,3,47.60355502,-122.3352392,2,1.0,1,89.0,2,1125,27,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,207.12218749999994
588,100,9,2,47.58869757,-122.3079489,1,1.5,1,0.0,2,90,35,True,within an hour,False,Beacon Hill,House,Private room,Real Bed,True,strict_14_with_grace_period,65.97406249999999
589,99,521,3,47.61877732,-122.33915559999998,2,1.0,1,89.0,2,1125,25,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,strict,219.2747916666667
590,100,1,2,47.63127958,-122.3406665,1,1.0,2,45.0,1,2,28,False,within a day,False,Cascade,Boat,Entire home/apt,Real Bed,False,moderate,134.09875000000002
591,100,4,2,47.61739342,-122.3170038,1,1.0,0,50.0,1,1125,19,True,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,157.40104166666674
592,100,1,8,47.66357038,-122.3409203,1,2.0,3,100.0,1,365,43,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,244.9328124999998
593,100,10,3,47.63083868,-122.36036299999999,2,1.0,0,25.0,1,10,26,True,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,False,moderate,82.84718749999995
594,100,5,4,47.600435600000004,-122.3329801,3,1.0,0,50.0,1,1125,23,True,within an hour,False,Downtown,Loft,Entire home/apt,Real Bed,False,strict_14_with_grace_period,151.38354166666656
595,83,1,1,47.60792872,-122.3381813,1,1.0,1,35.0,30,180,18,False,within a day,False,Downtown,Loft,Shared room,Real Bed,False,moderate,89.74750000000003
596,99,81,6,47.67700133,-122.3554561,6,2.0,3,215.0,1,365,30,False,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,super_strict_30,205.2054166666666
597,100,1,2,47.59973346,-122.3033545,1,1.0,1,0.0,1,1125,20,False,within an hour,False,Central Area,Apartment,Entire home/apt,Real Bed,True,flexible,102.40906249999995
598,100,7,3,47.61487809,-122.3274544,3,1.0,1,30.0,2,31,26,True,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,168.98739583333332
599,100,2,6,47.6712946,-122.35129750000002,4,1.0,2,0.0,3,15,24,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,147.95916666666665
600,100,3,4,47.52445208,-122.367776,1,1.0,1,75.0,2,150,30,True,within an hour,True,Delridge,Guesthouse,Entire home/apt,Real Bed,True,moderate,101.65947916666671
601,100,2,2,47.68077732,-122.3054084,2,1.0,1,0.0,2,1125,21,False,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,True,moderate,103.38322916666671
602,100,3,4,47.61302253,-122.34663300000001,2,1.0,1,120.0,2,21,22,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,165.00343749999993
603,100,1,2,47.61056399,-122.31291189999999,1,1.0,1,55.0,3,1125,21,True,within an hour,True,Central Area,House,Private room,Real Bed,False,strict_14_with_grace_period,79.20458333333332
604,100,9,6,47.61136874,-122.3288525,1,1.0,2,135.0,3,1125,24,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,176.23375000000007
605,100,7,4,47.61638613,-122.3240503,1,1.0,2,150.0,1,89,37,False,within an hour,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,191.86270833333333
606,100,3,5,47.63332618,-122.3415605,1,1.5,2,50.0,3,30,15,True,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,moderate,157.3578125
607,100,6,4,47.63897301,-122.3248878,2,1.0,1,100.0,3,365,35,True,within an hour,True,Cascade,Apartment,Entire home/apt,Real Bed,True,moderate,137.76604166666664
608,97,2,2,47.65340553,-122.33343700000002,1,1.0,1,20.0,1,2,14,True,within an hour,True,Other neighborhoods,House,Private room,Real Bed,True,moderate,66.96489583333329
609,100,9,4,47.61512499,-122.3467338,2,1.0,1,50.0,3,1125,27,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,True,strict_14_with_grace_period,139.98124999999993
610,100,9,2,47.58859038,-122.3079495,1,1.5,1,30.0,1,20,32,True,within an hour,False,Beacon Hill,Tent,Private room,Real Bed,False,flexible,69.02395833333334
611,86,1,4,47.61303623,-122.30535559999998,2,1.0,2,80.0,1,1125,20,True,within a few hours,True,Central Area,Condominium,Entire home/apt,Real Bed,False,moderate,146.66520833333337
612,100,123,3,47.61745943,-122.3550568,1,1.0,0,40.0,1,21,12,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,122.65062500000013
613,100,5,3,47.7199352,-122.2823774,1,1.0,1,20.0,3,1125,34,False,within an hour,True,Lake City,House,Private room,Real Bed,False,moderate,65.37677083333332
614,100,5,2,47.54385886,-122.2897858,1,1.0,1,50.0,1,1125,16,False,within an hour,False,Beacon Hill,House,Private room,Real Bed,True,moderate,68.37895833333334
615,100,1,4,47.57347849,-122.29340220000002,2,1.0,1,16.0,1,25,21,True,within a few hours,True,Rainier Valley,Guest suite,Entire home/apt,Real Bed,False,moderate,98.63500000000003
616,100,1,3,47.66146849,-122.3582699,2,1.0,2,125.0,2,1125,25,True,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,flexible,127.8984375
617,99,152,2,47.61073643,-122.32357320000001,2,1.0,1,75.0,30,1125,19,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,149.33989583333332
618,90,2,4,47.66190431,-122.35204640000002,1,2.5,2,100.0,5,21,21,True,within an hour,True,Other neighborhoods,Townhouse,Entire home/apt,Real Bed,False,moderate,182.84208333333333
619,100,1,4,47.62550545,-122.31620749999999,2,1.0,1,50.0,2,1124,17,True,within an hour,True,Capitol Hill,House,Entire home/apt,Real Bed,True,flexible,123.96260416666667
620,99,152,2,47.60946236,-122.3263832,1,1.0,1,75.0,3,1125,21,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,183.4736458333334
621,99,152,2,47.61054735,-122.3233308,1,1.0,1,75.0,3,1125,18,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,170.90218749999997
622,100,1,2,47.6125166,-122.3305321,2,1.0,1,45.0,3,31,28,True,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,True,strict_14_with_grace_period,142.45157738095241
623,100,1,4,47.55621202,-122.28811019999999,4,1.0,2,100.0,2,1125,23,True,within an hour,True,Rainier Valley,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,151.24218749999991
624,100,1,2,47.70005689,-122.29868959999999,2,1.0,1,30.0,1,1125,29,False,within a few hours,True,Lake City,Guest suite,Entire home/apt,Real Bed,True,moderate,94.41718750000001
625,100,2,8,47.50961826,-122.2698399,1,2.0,4,70.0,2,1125,27,True,within an hour,True,Rainier Valley,House,Entire home/apt,Real Bed,True,flexible,204.33645833333338
626,50,2,4,47.52835204,-122.2849201,1,1.0,2,15.0,1,1125,57,False,within a day,False,Beacon Hill,House,Entire home/apt,Real Bed,True,flexible,114.60937500000001
627,100,2,6,47.53107086,-122.348024,1,2.0,3,100.0,2,31,35,True,within an hour,False,Delridge,House,Entire home/apt,Real Bed,True,flexible,205.7029166666667
628,100,3,6,47.62297658,-122.30177250000001,4,1.0,3,300.0,4,10000,27,True,within a few hours,True,Capitol Hill,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,267.2586458333333
629,100,1,4,47.64088406,-122.3212857,3,2.5,3,120.0,30,1124,40,False,within a few hours,False,Capitol Hill,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,240.3232291666666
630,100,2,2,47.6112916,-122.3374658,2,2.0,1,0.0,1,1125,5,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,246.3138541666668
631,100,2,4,47.62326536,-122.32447009999998,1,1.0,1,95.0,2,1125,27,True,within a few hours,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,125.4659375
632,100,57,1,47.65688213,-122.318273,1,1.0,1,75.0,4,90,21,False,within a few hours,True,University District,House,Shared room,Real Bed,False,strict_14_with_grace_period,40.808124999999905
633,99,81,8,47.67044385,-122.381619,8,2.5,3,195.0,1,365,24,False,within an hour,False,Ballard,Townhouse,Entire home/apt,Real Bed,True,super_strict_30,244.54249999999993
634,100,1,4,47.57685345,-122.4163619,4,2.0,2,120.0,2,21,34,True,within an hour,False,West Seattle,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,220.49322916666665
635,100,1,6,47.63376935,-122.3119498,4,3.0,2,150.0,3,1125,16,False,within an hour,True,Capitol Hill,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,254.34218750000008
636,100,1,2,47.64064588,-122.37240590000002,1,1.0,1,30.0,2,14,43,True,within an hour,True,Queen Anne,Guest suite,Entire home/apt,Real Bed,True,moderate,104.26593750000008
637,100,1,3,47.70984503,-122.3088618,1,1.0,0,30.0,1,20,42,False,within an hour,False,Lake City,Guest suite,Entire home/apt,Real Bed,True,strict_14_with_grace_period,91.31822916666668
638,99,521,3,47.61397682,-122.349337,2,1.0,1,89.0,2,1125,24,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,208.70124999999973
639,100,1,2,47.55356245,-122.35491409999999,2,1.0,2,50.0,3,14,24,True,within an hour,True,Delridge,Guesthouse,Entire home/apt,Real Bed,True,moderate,103.14156249999998
640,100,1,4,47.59041681,-122.31706070000001,1,1.0,2,200.0,3,1125,22,False,within an hour,True,Beacon Hill,Condominium,Entire home/apt,Real Bed,False,moderate,154.85718749999992
641,100,131,2,47.62894839,-122.3421699,1,1.0,1,75.0,2,1125,43,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,100.01697916666664
642,100,57,1,47.62528743,-122.3194248,1,0.5,1,75.0,4,1125,21,False,within a few hours,True,Capitol Hill,House,Shared room,Real Bed,False,strict_14_with_grace_period,44.9140625
643,100,1,2,47.64704652,-122.3554053,1,1.0,1,30.0,1,7,19,False,within a few hours,True,Queen Anne,Townhouse,Private room,Real Bed,False,strict_14_with_grace_period,88.55885416666668
644,90,2,3,47.66912558,-122.3339313,3,1.0,1,40.0,1,8,13,True,within an hour,False,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,True,flexible,94.61541666666666
645,100,1,4,47.61710222,-122.3274534,1,1.0,1,25.0,2,10,17,False,within a few hours,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,False,flexible,120.48322916666666
646,100,1,10,47.65699012,-122.3557408,1,3.0,4,120.0,5,1125,21,False,within a day,False,Other neighborhoods,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,358.23062500000015
